date,pincode,district,latitude,longitude,disease_type,symptoms,reported_cases
2026-09-08,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",19
2026-09-08,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",1
2026-09-08,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-09-09,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",2
2026-09-09,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-09-09,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-09-09,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",0
2026-09-09,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-09-09,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",23
2026-09-09,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",1
2026-09-09,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",2
2026-09-10,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",7
2026-09-10,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-09-10,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-09-10,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-09-10,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-09-10,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",24
2026-09-10,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",5
2026-09-10,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
